"subject";"activity";"domain";"instrument";"signal";"jerk";"magnitude";"measure";"count";"avg"
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";174;-0.276445563881034
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";58;-0.288154787517241
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";58;-0.359437080103448
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";174;-0.542777684597701
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";174;-0.540954411873563
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";58;-0.471642111551724
25;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";58;-0.502224768103448
25;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";174;-0.42034250791954
25;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";174;-0.431210513155172
25;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";58;-0.485763582068965
25;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";58;-0.423707329706897
25;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";58;-0.687034281206896
25;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";58;-0.693032409137931
25;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";174;0.0543734123141954
25;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";174;-0.284089973341954
25;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";58;-0.22010859462069
25;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";58;-0.259465249913793
25;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";174;0.026593462512069
25;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";174;-0.52837486862069
25;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";58;-0.50048333137931
25;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";58;-0.482976929827586
25;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";174;0.358665491011494
25;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";174;-0.942825924712644
25;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";58;-0.22010859462069
25;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";58;-0.259465249913793
25;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";174;-1.6307623448276e-05
25;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"SD";174;-0.418661041241379
25;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";58;-0.216082565601724
25;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";58;-0.38216092137931
25;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";174;-0.0778935307417241
25;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";174;-0.613353642643678
25;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";58;-0.664713625172414
25;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";58;-0.67960595137931
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";195;-0.481577490717949
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";195;-0.291753652266667
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";65;-0.527907561538462
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";65;-0.536120293230769
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";195;-0.700774850871795
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";195;-0.719608757538461
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";65;-0.654795110615385
25;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";65;-0.703433692615385
25;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";195;-0.556631542641026
25;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";195;-0.483531710389744
25;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";65;-0.567153469846154
25;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";65;-0.386612992876923
25;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";65;-0.822403906
25;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";65;-0.841061012153846
25;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";195;0.041599539555282
25;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";195;-0.326462143333333
25;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";65;-0.305772199076923
25;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";65;-0.480006649846154
25;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";195;0.0238562008788205
25;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";195;-0.701077451435897
25;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";65;-0.679160843538462
25;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";65;-0.674513059846154
25;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";195;0.272760981253846
25;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";195;-0.921786374051282
25;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";65;-0.305772199076923
25;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";65;-0.480006649846154
25;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";195;0.0152657575929744
25;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"SD";195;-0.495626929184615
25;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";65;-0.3186346998
25;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";65;-0.387754116158462
25;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";195;-0.0695572275379487
25;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";195;-0.759940776102564
25;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";65;-0.777106026615385
25;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";65;-0.824883302769231
26;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";228;-0.980616482368421
26;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"SD";228;-0.978714487763158
26;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";76;-0.969269114078947
26;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";76;-0.966576631710526
26;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";228;-0.987882458991228
26;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";228;-0.98933974877193
26;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";76;-0.989138184473684
26;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";76;-0.987901463289474
26;"laying";"Frequency";"Gyroscope";NA;NA;NA;"Mean";228;-0.980561847938596
26;"laying";"Frequency";"Gyroscope";NA;NA;NA;"SD";228;-0.980083669912281
26;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";76;-0.974305179605263
26;"laying";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";76;-0.96613921868421
26;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";76;-0.990430914078947
26;"laying";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";76;-0.989628012236842
26;"laying";"Time";"Accelerometer";"Body";NA;NA;"Mean";228;0.0491512504828947
26;"laying";"Time";"Accelerometer";"Body";NA;NA;"SD";228;-0.979058936754386
26;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";76;-0.976785042368421
26;"laying";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";76;-0.964355190394737
26;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";228;0.0309815684285789
26;"laying";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";228;-0.988521113859649
26;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";76;-0.989970604210526
26;"laying";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";76;-0.989101949473684
26;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";228;0.265409567412281
26;"laying";"Time";"Accelerometer";"Gravity";NA;NA;"SD";228;-0.972147397587719
26;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";76;-0.976785042368421
26;"laying";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";76;-0.964355190394737
26;"laying";"Time";"Gyroscope";NA;NA;NA;"Mean";228;0.0150159324982456
26;"laying";"Time";"Gyroscope";NA;NA;NA;"SD";228;-0.979652038114035
26;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";76;-0.951863594736842
26;"laying";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";76;-0.965676821973684
26;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";228;-0.070396749495614
26;"laying";"Time";"Gyroscope";NA;"Jerk";NA;"SD";228;-0.99182944622807
26;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";76;-0.99219798
26;"laying";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";76;-0.989917354473684
26;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";234;-0.968132702008547
26;"sitting";"Frequency";"Accelerometer";"Body";NA;NA;"SD";234;-0.953773352008547
26;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";78;-0.952411043717949
26;"sitting";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";78;-0.934587699141026
26;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";234;-0.988626098931624
26;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";234;-0.990582521196581
26;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";78;-0.989481942820513
26;"sitting";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";78;-0.989521272820513
26;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"Mean";234;-0.980769789786325
26;"sitting";"Frequency";"Gyroscope";NA;NA;NA;"SD";234;-0.976357764102564
26;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";78;-0.97646387
26;"sitting";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";78;-0.963650652307692
26;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";78;-0.993985447564103
26;"sitting";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";78;-0.99420976974359
26;"sitting";"Time";"Accelerometer";"Body";NA;NA;"Mean";234;0.0512216718399145
26;"sitting";"Time";"Accelerometer";"Body";NA;NA;"SD";234;-0.956857455854701
26;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";78;-0.953079994102564
26;"sitting";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";78;-0.933602783410256
26;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";234;0.0251881108032479
26;"sitting";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";234;-0.989494107136752
26;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";78;-0.990898435769231
26;"sitting";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";78;-0.989986111666667
26;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";234;0.440149600418803
26;"sitting";"Time";"Accelerometer";"Gravity";NA;NA;"SD";234;-0.952983496764957
26;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";78;-0.953079994102564
26;"sitting";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";78;-0.933602783410256
26;"sitting";"Time";"Gyroscope";NA;NA;NA;"Mean";234;-0.0166585493760684
26;"sitting";"Time";"Gyroscope";NA;NA;NA;"SD";234;-0.976971284145299
26;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";78;-0.954052945897436
26;"sitting";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";78;-0.964742022307692
26;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";234;-0.0616848526699914
26;"sitting";"Time";"Gyroscope";NA;"Jerk";NA;"SD";234;-0.993650711623932
26;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";78;-0.994466446282051
26;"sitting";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";78;-0.994033207051282
26;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";222;-0.974536948468469
26;"standing";"Frequency";"Accelerometer";"Body";NA;NA;"SD";222;-0.967186627117117
26;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";74;-0.970605250405405
26;"standing";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";74;-0.963909299324324
26;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";222;-0.983805987342342
26;"standing";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";222;-0.985352899234234
26;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";74;-0.982876889459459
26;"standing";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";74;-0.981129312702703
26;"standing";"Frequency";"Gyroscope";NA;NA;NA;"Mean";222;-0.975903167522522
26;"standing";"Frequency";"Gyroscope";NA;NA;NA;"SD";222;-0.978137841261261
26;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";74;-0.972333108648649
26;"standing";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";74;-0.962967605810811
26;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";74;-0.98576225554054
26;"standing";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";74;-0.983313996081081
26;"standing";"Time";"Accelerometer";"Body";NA;NA;"Mean";222;0.0514094694413063
26;"standing";"Time";"Accelerometer";"Body";NA;NA;"SD";222;-0.96850797518018
26;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";74;-0.968511694324324
26;"standing";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";74;-0.962697299189189
26;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";222;0.0271120218698198
26;"standing";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";222;-0.984375763018018
26;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";74;-0.986985213648649
26;"standing";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";74;-0.982626252972973
26;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";222;0.304519912675676
26;"standing";"Time";"Accelerometer";"Gravity";NA;NA;"SD";222;-0.974631228873874
26;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";74;-0.968511694324324
26;"standing";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";74;-0.962697299189189
26;"standing";"Time";"Gyroscope";NA;NA;NA;"Mean";222;-0.00666749397477477
26;"standing";"Time";"Gyroscope";NA;NA;NA;"SD";222;-0.977028204864865
26;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";74;-0.96867395554054
26;"standing";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";74;-0.96265358554054
26;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";222;-0.0648371304112613
26;"standing";"Time";"Gyroscope";NA;"Jerk";NA;"SD";222;-0.984743967477477
26;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";74;-0.98854482527027
26;"standing";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";74;-0.984253792432432
26;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";177;-0.269400450610169
26;"walking";"Frequency";"Accelerometer";"Body";NA;NA;"SD";177;-0.306056360096045
26;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";59;-0.379836742711864
26;"walking";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";59;-0.537183967118644
26;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";177;-0.353810645570621
26;"walking";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";177;-0.339849511050847
26;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";59;-0.293358341186441
26;"walking";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";59;-0.268948465423729
26;"walking";"Frequency";"Gyroscope";NA;NA;NA;"Mean";177;-0.41615249480226
26;"walking";"Frequency";"Gyroscope";NA;NA;NA;"SD";177;-0.51572376819209
26;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";59;-0.551927613050847
26;"walking";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";59;-0.60946621661017
26;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";59;-0.619461036101695
26;"walking";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";59;-0.612930343220339
26;"walking";"Time";"Accelerometer";"Body";NA;NA;"Mean";177;0.0516371578531073
26;"walking";"Time";"Accelerometer";"Body";NA;NA;"SD";177;-0.270007807249153
26;"walking";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";59;-0.223399171830508
26;"walking";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";59;-0.421848313898305
26;"walking";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";177;0.0262395102222034
26;"walking";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";177;-0.329266662265537
26;"walking";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";59;-0.290758024915254
26;"walking";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";59;-0.279350754237288
26;"walking";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";177;0.311821423
26;"walking";"Time";"Accelerometer";"Gravity";NA;NA;"SD";177;-0.971775842316384
26;"walking";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";59;-0.223399171830508
26;"walking";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";59;-0.421848313898305
26;"walking";"Time";"Gyroscope";NA;NA;NA;"Mean";177;-0.000794899918644068
26;"walking";"Time";"Gyroscope";NA;NA;NA;"SD";177;-0.474390072881356
26;"walking";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";59;-0.392092024067797
26;"walking";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";59;-0.538329286101695
26;"walking";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";177;-0.064763112959322
26;"walking";"Time";"Gyroscope";NA;"Jerk";NA;"SD";177;-0.496660582824859
26;"walking";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";59;-0.51239882559322
26;"walking";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";59;-0.603468672372881
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";150;-0.0876923198673333
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";150;-0.0660494839213333
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";50;0.075101684668
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";50;0.005749436614
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";150;-0.242345028071333
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";150;-0.196354884893333
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";50;-0.15317202912
26;"walking_downstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";50;-0.067941075972
26;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";150;-0.26347773
26;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";150;-0.443396129766667
26;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";50;-0.3345099466
26;"walking_downstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";50;-0.39299065312
26;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";50;-0.4722007526
26;"walking_downstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";50;-0.4894973794
26;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";150;0.0534063845774067
26;"walking_downstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";150;-0.040827912164
26;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";50;0.114379383742
26;"walking_downstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";50;0.14700167906
26;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";150;0.0308160145453333
26;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";150;-0.19795083184734
26;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";50;-0.1488562664
26;"walking_downstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";50;-0.111303956316
26;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";150;0.3402677397
26;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";150;-0.943743205133333
26;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";50;0.114379383742
26;"walking_downstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";50;0.14700167906
26;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";150;-0.00963767094993333
26;"walking_downstairs";"Time";"Gyroscope";NA;NA;NA;"SD";150;-0.378923734686667
26;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";50;-0.23531462282
26;"walking_downstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";50;-0.296158291686
26;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";150;-0.0625244593762
26;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";150;-0.358997584205333
26;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";50;-0.4187798104
26;"walking_downstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";50;-0.463140795
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";165;-0.309283942890909
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;NA;"SD";165;-0.195897800701212
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";55;-0.167566383372727
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";55;-0.274226227272727
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";165;-0.454542172418182
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";165;-0.492619369030303
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";55;-0.294970470909091
26;"walking_upstairs";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";55;-0.393715352181818
26;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"Mean";165;-0.462501012242424
26;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;NA;"SD";165;-0.517033706969697
26;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"Mean";55;-0.556084778181818
26;"walking_upstairs";"Frequency";"Gyroscope";NA;NA;"Magnitude";"SD";55;-0.569632
26;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";55;-0.673580662727273
26;"walking_upstairs";"Frequency";"Gyroscope";NA;"Jerk";"Magnitude";"SD";55;-0.669846294545455
26;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"Mean";165;0.0408615178564242
26;"walking_upstairs";"Time";"Accelerometer";"Body";NA;NA;"SD";165;-0.20759217308
26;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"Mean";55;-0.142874499381818
26;"walking_upstairs";"Time";"Accelerometer";"Body";NA;"Magnitude";"SD";55;-0.1507071068
26;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"Mean";165;0.0219824403853939
26;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";NA;"SD";165;-0.456215675048485
26;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";55;-0.404463896363636
26;"walking_upstairs";"Time";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";55;-0.334531344727273
26;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"Mean";165;0.231310831728485
26;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;NA;"SD";165;-0.943168782545455
26;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"Mean";55;-0.142874499381818
26;"walking_upstairs";"Time";"Accelerometer";"Gravity";NA;"Magnitude";"SD";55;-0.1507071068
26;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"Mean";165;-0.00613645521939394
26;"walking_upstairs";"Time";"Gyroscope";NA;NA;NA;"SD";165;-0.487486520381818
26;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"Mean";55;-0.344427047636364
26;"walking_upstairs";"Time";"Gyroscope";NA;NA;"Magnitude";"SD";55;-0.514032410181818
26;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"Mean";165;-0.0652464229568485
26;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";NA;"SD";165;-0.599143308727273
26;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"Mean";55;-0.648099850181818
26;"walking_upstairs";"Time";"Gyroscope";NA;"Jerk";"Magnitude";"SD";55;-0.661829656545455
27;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"Mean";222;-0.983634796216216
27;"laying";"Frequency";"Accelerometer";"Body";NA;NA;"SD";222;-0.982822392837838
27;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"Mean";74;-0.981389017702703
27;"laying";"Frequency";"Accelerometer";"Body";NA;"Magnitude";"SD";74;-0.980296339054054
27;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"Mean";222;-0.98665665963964
27;"laying";"Frequency";"Accelerometer";"Body";"Jerk";NA;"SD";222;-0.987831548018018
27;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"Mean";74;-0.988098902567567
27;"laying";"Frequency";"Accelerometer";"Body";"Jerk";"Magnitude";"SD";74;-0.988174859594595
